0,0.002838,0.00257642,-0.00040838,0.00132786,0.00319437,-0.00059607,0.00250338,0.00266107,0.00013212,0.00017292,-0.00017073,0.00316285,0.00016872,0.00290744,0.0027741,0.00320062,0.0011332,0.0025037,0.00252142,1.745e-05,0.00245003,0.00341681,0.00309772,0.00414457,0.00273998,0.00408571,0.002774,0.00310536,0.00194085,0.00400435,0.00109383,0.00140372
0,0.00132039,0.00089245,0.001915,0.00166921,0.00331464,0.00066341,0.00352571,0.00383019,0.00335996,0.00125215,0.00309557,0.00357306,0.00035738,-0.0002437,0.00277029,0.00124911,0.00277902,0.00194362,0.00115248,0.00227238,0.00362011,-0.00031698,0.00360407,0.00125175,0.00360006,0.00190136,0.00253336,0.0041601,-0.00055957,0.00161838,0.00175276,-0.00044236
0,0.0003425,0.00284119,0.000566,0.00154924,0.00218935,0.00331416,0.00076888,0.00152527,0.00108731,0.00165388,0.00385407,0.00185949,0.00217277,0.00095229,-0.00055924,0.00251008,0.00050113,0.0008144,0.00097083,0.0017911,0.00287958,0.00085005,0.00226407,0.00096786,0.00015912,0.0022763,0.00147219,0.003856,0.00375796,-0.00020822,0.00075412,0.00326996
0,0.00256988,0.00311308,0.00371377,-0.00045071,-0.00072015,0.00143992,-0.00010332,-0.00029734,0.00239031,-0.0001359,0.00384573,0.00071991,0.00036606,0.00229728,0.00119924,-0.0002029,-0.00072526,0.00264353,-0.00058001,0.00027796,0.00167809,0.00105302,0.00376786,0.00262283,0.00162595,0.00194697,-0.00070146,-0.00065229,0.00359758,0.0041111,0.00368447,-0.00057863
0,0.00358865,0.00283211,0.00107437,0.00410614,0.00143714,-0.00011799,-0.00043453,0.00213023,-1.466e-05,0.00300252,0.00222191,0.00084508,-0.00051676,0.00049179,0.00327172,0.0039186,0.000598,0.0005103,0.00051359,0.00251906,0.00192605,0.0034876,0.00163286,0.00373451,0.00145349,9.151e-05,0.00377056,0.00128765,0.00350865,0.00160926,0.00068533,0.00126322
0,0.0016608,0.00071672,0.00245693,-0.00024822,-0.00040624,-0.00066967,0.00193499,0.00262516,0.00309768,-0.00060364,-0.00012103,0.0002303,-0.00042937,0.00318624,0.0022325,0.00108218,0.00220622,0.00092272,0.0033762,0.00034483,0.00262474,0.00189956,-9.261e-05,0.00018848,0.00368581,0.00398733,0.00099417,0.00300408,0.00318461,0.00267017,0.0027917,-0.00053686
0,0.00342888,-0.00070606,-0.00071776,0.00027879,0.00069849,0.0012681,0.00290104,0.00315316,0.00025925,0.00262935,-0.00016085,0.00017549,-0.00017685,0.00213119,0.00257347,0.00227925,0.00019542,0.00206013,0.00025324,0.00404223,0.00189837,0.00085067,0.0022568,0.00013439,-0.00027675,0.00408287,0.00326644,0.00207755,0.00244869,0.00255129,0.00056437,-0.00014302
0,0.00168866,0.00188293,0.00328574,0.00200935,0.00361717,2.82e-05,-0.00015292,0.00369267,-0.00030854,0.00117278,0.00163667,0.00190101,0.00154736,0.00347779,0.00332467,0.00134518,0.00159665,0.00260082,0.00223257,0.0009013,0.00161841,0.00116483,-0.00027162,0.0008415,0.00258173,-0.00082048,-5.448e-05,0.00291443,0.0006354,0.00103887,-0.00014096,-0.00046485
0,0.00088426,0.00307932,0.00031514,0.00303913,0.00205633,0.00227607,-0.00072774,0.00227375,0.00178208,0.00205908,0.00195924,0.00053809,0.0014986,-0.00061437,0.00344556,0.00122848,0.0031523,0.00273527,0.00383529,0.00044911,0.00289437,0.00016734,0.00056592,0.00185713,0.00216925,0.00371213,0.00050817,0.0017968,0.00157202,0.00338685,0.00190065,0.00235499
0,0.0021403,0.00163796,0.00247512,0.00129532,0.00111662,0.00263577,-3.757e-05,0.00376695,0.00285077,0.0011043,0.00326817,0.00324812,0.00018155,0.00374827,0.00209278,0.00333412,0.00075541,6.12e-05,0.00076002,0.00294353,0.00137813,0.00071144,0.00032479,-7.84e-06,0.00175676,-0.00069221,0.00253218,-0.00061683,1.093e-05,0.00281389,0.00107788,0.00368292
